word,hyphenation,tune
eccelsa,ec-cel-sa,
eccelse,ec-cel-se,
eccesso,ec-cès-so,"[False, True, False]"
ecci,ec-cì,"[False, True]"
ecco,èc-co,"[True, False]"
eciglia,e-ci-glia,
ecliss,e-clis-s,
eclissar,e-clis-sar,
eclissi,e-clìs-si,"[False, True, False]"
ecuba,e-cu-ba,
edimorasse,e-di-mo-ras-se,
editti,e-dit-ti,
effetti,ef-fet-ti,
effetto,ef-fèt-to,"[False, True, False]"
effige,ef-fì-ge,"[False, True, False]"
effigiata,ef-fi-gia-ta,
efigenia,e-fi-ge-nia,
egidio,e-gi-dio,
egina,e-gi-na,
egli,é-gli,"[True, False]"
ego,È-go,"[False, False]"
egregi,e-gre-gi,
egregia,e-gre-gia,
elegge,e-leg-ge,
elementi,e-le-men-ti,
elena,È-le-na,"[False, False, False]"
elesponto,e-le-spon-to,
elesse,e-les-se,
eletra,e-le-tra,
eletta,e-lèt-ta,"[False, True, False]"
elette,e-let-te,
eletti,e-let-ti,
eletto,e-lèt-to,"[False, True, False]"
elezion,e-le-zion,
elezioni,e-le-zio-ni,
eli,E-lì,"[False, True]"
elice,è-li-ce,"[True, False, False]"
elicona,e-li-có-na,"[False, False, True, False]"
eligente,e-li-gèn-te,"[False, False, True, False]"
eliodoro,e-lio-dò-ro,"[False, False, True, False]"
elios,e-lios,
eliseo,e-li-se-o,
eliso,e-lì-so,"[False, True, False]"
elitropia,e-li-trò-pia,"[False, False, True, False]"
ell,el-l,
ella,él-la,"[True, False]"
ellal,el-lal,
ellave,el-la-ve,
elle,èl-le,"[True, False]"
ellenterr,el-len-ter-r,
ellera,él-le-ra,"[True, False, False]"
ellha,el-lha,
elli,el-li,
ellino,él-li-no,"[True, False, False]"
ello,él-lo,"[True, False]"
ellui,el-lu-i,
ema,E-MA-,"[False, False, False]"
emantenente,e-man-te-nen-te,
emerse,e-mer-se,
emi,E-MI,"[False, False]"
emisperi,e-mi-spe-ri,
emisperio,e-mi-spè-rio,"[False, False, True, False]"
emmantenente,em-man-te-nen-te,
emme,èm-me,"[True, False]"
emmi,em-mi,
empedocles,em-pe-do-cles,
empi,em-pi,
empia,em-pia,
empie,em-pie,
empier,em-pier,
empierti,em-pier-ti,
empio,ém-pio,"[True, False]"
enea,E-nè-a,"[False, True, False]"
eneachd,e-ne-a-chd,
enganno,en-gàn-no,"[False, True, False]"
enigma,e-nìg-ma,"[False, True, False]"
enne,èn-ne,"[True, False]"
enno,en-no,
enon,e-non,
enterrai,en-ter-ra-i,
entr,en-tr,
entra,én-tra,"[True, False]"
entrai,en-tra-i,
entrami,en-tra-mi,
entrar,en-trar,
entrare,en-trà-re,"[False, True, False]"
entrarvi,en-trar-vi,
entrata,en-trà-ta,"[False, True, False]"
entre,en-tre,
entro,én-tro,"[True, False]"
envia,en-via,
epiciclo,e-pi-cì-clo,"[False, False, True, False]"
epicuro,e-pi-cù-ro,"[False, False, True, False]"
equale,e-quà-le,"[False, True, False]"
equalit,e-qua-lit,
equatore,e-qua-tó-re,"[False, False, True, False]"
equivocando,e-qui-vo-can-do,
era,è-ra,"[True, False]"
eraclito,e-ra-cli-to,
eral,e-ral,
eralto,e-ral-to,
eramo,e-ra-mo,
eran,e-ran,
eranco,e-ran-co,
eranmi,e-ran-mi,
erano,e-ra-no,
eravam,e-ra-vam,
eravamo,e-ra-va-mo,
erba,èr-ba,"[True, False]"
erbaggio,er-bàg-gio,"[False, True, False]"
erbe,er-be,
erbette,er-bet-te,
eresiarche,e-re-siar-che,
eretici,e-re-ti-ci,
eretta,e-ret-ta,
eretti,e-ret-ti,
eretto,e-rèt-to,"[False, True, False]"
eri,e-ri,
erine,e-ri-ne,
erio,e-rio-,"[False, False, False]"
erisittone,e-ri-sit-to-ne,
eriton,e-ri-ton,
erlique,e-rli-que,
ermafrodito,er-ma-fro-dì-to,"[False, False, False, True, False]"
ermito,er-mi-to,
ermo,er-mo-,"[False, False, False]"
ero,è-ro,"[True, False]"
eroso,e-ró-so,"[False, True, False]"
erra,er-ra,
errando,er-ran-do,
errante,er-ràn-te,"[False, True, False]"
erranza,er-ràn-za,"[False, True, False]"
errar,er-rar,
errato,er-rà-to,"[False, True, False]"
erri,er-ri,
error,er-ror,
errore,er-ró-re,"[False, True, False]"
errori,er-ro-ri,
erta,ér-ta,"[True, False]"
erte,er-te,
erti,er-ti,
erto,ér-to,"[True, False]"
esaggiamente,e-sag-gia-men-te,
esar,e-sar,
esarebbe,e-sa-reb-be,
esca,é-sca,"[True, False]"
esce,e-sce,
eschi,e-schi,
escon,e-scon,
escono,e-sco-no,
escotendo,e-sco-ten-do,
escritture,e-scrit-tu-re,
escusar,e-scu-sar,
escusarmi,e-scu-sar-mi,
esi,e-si,
esperienza,e-spe-rièn-za,"[False, False, True, False]"
esperti,e-sper-ti,
esperto,e-spèr-to,"[False, True, False]"
espremer,e-spre-mer,
espresse,e-spres-se,
espressi,e-spres-si,
espresso,e-sprès-so,"[False, True, False]"
essa,és-sa,"[True, False]"
essaggia,es-sag-gia,
essaltate,es-sal-ta-te,
essaltato,es-sal-tà-to,"[False, False, True, False]"
essamina,es-sa-mi-na,
essaminando,es-sa-mi-nan-do,
essaminava,es-sa-mi-na-va,
essausto,es-sàu-sto,"[False, True, False]"
esse,és-se,"[True, False]"
essecutori,es-se-cu-to-ri,
essemplo,es-sèm-plo,"[False, True, False]"
essempro,es-sèm-pro,"[False, True, False]"
essendo,es-sen-do,
essenti,es-sen-ti,
essenza,es-sèn-za,"[False, True, False]"
essenze,es-sen-ze,
esser,es-ser,
essercito,es-sèr-ci-to,"[False, True, False, False]"
essere,ès-se-re,"[True, False, False]"
esservi,es-ser-vi,
essi,és-si,"[True, False]"
essilio,es-sì-lio,"[False, True, False]"
esso,és-so,"[True, False]"
essordia,es-sor-dia,
essordire,es-sor-dì-re,"[False, False, True, False]"
essuta,es-su-ta,
essuto,es-sù-to,"[False, True, False]"
est,èst,[True]
esta,é-sta,"[True, False]"
estatica,e-sta-ti-ca,
este,e-ste,
ester,e-ster,
esti,e-sti,
estima,e-stì-ma,"[False, True, False]"
estimo,è-sti-mo,"[True, False, False]"
esto,é-sto,"[True, False]"
esuo,e-suo,
esuriendo,e-su-rien-do,
etade,e-tà-de,"[False, True, False]"
etadi,e-ta-di,
etate,e-tà-te,"[False, True, False]"
etera,è-te-ra,"[True, False, False]"
etica,è-ti-ca,"[True, False, False]"
etiopo,e-tì-o-po,"[False, True, False, False]"
etsi,è-tsi,"[True, False]"
etterna,et-ter-na,
etternal,et-ter-nal,
etternalmente,et-ter-nal-mén-te,"[False, False, False, True, False]"
etterne,et-ter-ne,
etterni,et-ter-ni,
etternit,et-ter-nit,
etterno,et-tèr-no,"[False, True, False]"
ettor,et-tor,
ettu,et-tu,
ettuttor,et-tut-tor,
euclide,e-u-cli-de,
eufrates,e-u-fra-tes,
euno,e-u-no,
eurialo,eu-rì-a-lo,"[False, True, False, False]"
euripide,e-u-ri-pi-de,
euripilo,e-u-ri-pi-lo,
euro,èu-ro,"[True, False]"
europa,Eu-rò-pa,"[False, True, False]"
eva,È-va,"[False, False]"
evangelico,e-van-gè-li-co,"[False, False, True, False, False]"
eve,e-ve,
evi,e-vi,
evolea,e-vo-le-a,
evvi,ev-vi,
excelsis,ex-cel-sis,
exitu,e-xi-tu,
ezechiel,e-ze-chiel,
fabbricare,fab-bri-cà-re,"[False, False, True, False]"
fabbro,fàb-bro,"[True, False]"
fabi,fa-bi,
fabrizio,fa-bri-zio,
facalungiare,fa-ca-lun-gia-re,
facce,fac-ce,
faccendo,fac-cen-do,
faccendosi,fac-cen-do-si,
facci,fac-ci,
faccia,fàc-cia,"[True, False]"
facciagli,fac-cia-gli,
facciam,fac-ciam,
facciamo,fac-cia-mo,
faccian,fac-cian,
faccianli,fac-cia-nli,
facciano,fac-cia-no,
facciar,fac-ciar,
faccie,fac-cie,
faccin,fac-cin,
faccio,fac-cio,
facciovi,fac-cio-vi,
face,fà-ce,"[True, False]"
facea,fa-ce-a,
facean,fa-ce-an,
faceano,fa-ce-a-no,
faceasi,fa-ce-a-si,
facei,fa-ce-i,
facella,fa-cèl-la,"[False, True, False]"
facelle,fa-cel-le,
facemmo,fa-cem-mo,
facen,fa-cen,
facesse,fa-ces-se,
facesser,fa-ces-ser,
facessi,fa-ces-si,
faceste,fa-ce-ste,
facesti,fa-ce-sti,
faceva,fa-ce-va,
facevan,fa-ce-van,
facevano,fa-ce-va-no,
facevella,fa-ce-vel-la,
faci,fa-ci,
facia,fa-cia,
facien,fa-cien,
facieno,fa-cie-no,
faciensi,fa-cien-si,
facultade,fa-cul-tà-de,"[False, False, True, False]"
facultate,fa-cul-tà-te,"[False, False, True, False]"
faenza,fa-èn-za,"[False, True, False]"
fagli,fa-gli,
faglia,fà-glia,"[True, False]"
fagliele,fa-glie-le,
fai,fai,[False]
falca,fàl-ca,"[True, False]"
falcon,fal-con,
falcone,fal-có-ne,"[False, True, False]"
falconiere,fal-co-niè-re,"[False, False, True, False]"
falde,fal-de,
fall,fal-l,
falla,fàl-la,"[True, False]"
fallace,fal-là-ce,"[False, True, False]"
fallaci,fal-la-ci,
fallacie,fal-la-cie,
fallanza,fal-làn-za,"[False, True, False]"
fallar,fal-lar,
fallare,fal-là-re,"[False, True, False]"
fallasse,fal-las-se,
fallate,fal-la-te,
fallato,fal-là-to,"[False, True, False]"
fallava,fal-la-va,
falle,fal-le,
fallenza,fal-lèn-za,"[False, True, False]"
fallera,fal-le-ra,
fallerei,fal-le-re-i,
falleria,fal-le-ria,
falli,fal-li,
fallia,fal-lia,
falligione,fal-li-gió-ne,"[False, False, True, False]"
fallimento,fal-li-mén-to,"[False, False, True, False]"
fallio,fal-lio,
fallire,fal-lì-re,"[False, True, False]"
fallisce,fal-li-sce,
fallita,fal-li-ta,
falliti,fal-li-ti,
fallito,fal-lì-to,"[False, True, False]"
fallo,fàl-lo,"[True, False]"
fallore,fal-lo-re,
falsa,fàl-sa,"[True, False]"
falsador,fal-sa-dor,
falsai,fal-sa-i,
falsamente,fal-sa-mén-te,"[False, False, True, False]"
falsar,fal-sar,
falsasti,fal-sa-sti,
falsava,fal-sa-va,
false,fal-se,
falseggiando,fal-seg-gian-do,
falsembiante,fal-sem-bian-te,
falsera,fal-se-ra,
falsi,fal-si,
falsificando,fal-si-fi-can-do,
falsificare,fal-si-fi-cà-re,"[False, False, False, True, False]"
falsificato,fal-si-fi-cà-to,"[False, False, False, True, False]"
falsit,fal-sit,
falso,fàl-so,"[True, False]"
falsonier,fal-so-nier,
falsosembiante,fal-so-sem-bian-te,
falta,fàl-ta,"[True, False]"
falterona,fal-te-ro-na,
fama,fà-ma,"[True, False]"
famagosta,fa-ma-go-sta,
fame,fà-me,"[True, False]"
fami,fa-mi,
famiglia,fa-mì-glia,"[False, True, False]"
famigliar,fa-mi-gliar,
famigliari,fa-mi-glia-ri,
famiglie,fa-mi-glie,
fammi,fam-mi,
fammiti,fam-mi-ti,
famoso,fa-mó-so,"[False, True, False]"
fan,fan,[False]
fanciul,fan-ciul,
fanciulla,fan-ciùl-la,"[False, True, False]"
fanciulli,fan-ciul-li,
fanciullo,fan-ciùl-lo,"[False, True, False]"
fane,fa-né,"[False, True]"
fango,fàn-go,"[True, False]"
fangose,fan-go-se,
fanno,fan-no,
fannomi,fan-no-mi,
fano,fà-no,"[True, False]"
fansi,fan-si,
fantasia,fan-ta-sì-a,"[False, False, True, False]"
fantasie,fan-ta-sie,
fante,fàn-te,"[True, False]"
fanti,fan-ti,
fantin,fan-tin,
fantolin,fan-to-lin,
fantolini,fan-to-li-ni,
fantolino,fan-to-lì-no,"[False, False, True, False]"
far,far,[False]
fara,fà-ra,"[True, False]"
farai,fa-ra-i,
faran,fa-ran,
faranno,fa-ran-no,
farda,fàr-da,"[True, False]"
fare,fà-re,"[True, False]"
farebbe,fa-reb-be,
faree,fa-re-e,
farei,fa-re-i,
farem,fa-rem,
faremo,fa-re-mo,
faresti,fa-re-sti,
farete,fa-re-te,
farfalla,far-fàl-la,"[False, True, False]"
farfarello,far-fa-rèl-lo,"[False, False, True, False]"
fargli,far-gli,
faria,fa-ria,
farian,fa-rian,
farieno,fa-rie-no,
farina,fa-rì-na,"[False, True, False]"
farinata,fa-ri-nà-ta,"[False, False, True, False]"
farisei,fa-ri-se-i,
farla,fa-rla,
farle,fa-rle,
farli,fa-rli,
farlla,fa-rlla,
farlo,fa-rlo,
farmi,far-mi,
farmisi,far-mi-si,
farne,far-ne,
farnolti,far-nol-ti,
faroe,fa-ro-e,
farol,fa-rol,
farotti,fa-rot-ti,
farsalia,far-sa-lia,
farsi,fàr-si,"[True, False]"
farsito,far-si-to,
farti,far-ti,
farvi,far-vi,
fasce,fa-sce,
fascia,fà-scia,"[True, False]"
fascian,fa-scian,
fasciare,fa-scià-re,"[False, True, False]"
fasciasse,fa-scias-se,
fasciati,fa-scia-ti,
fasciato,fa-scià-to,"[False, True, False]"
fascio,fà-scio,"[True, False]"
fassene,fas-se-ne,
fassi,fas-si,
fastidiosa,fa-sti-dio-sa,
fastidiosi,fa-sti-dio-si,
fata,fà-ta,"[True, False]"
fatale,fa-tà-le,"[False, True, False]"
fate,fa-te,
fatene,fa-te-ne,
fatica,fa-tì-ca,"[False, True, False]"
fatiche,fa-ti-che,
faticosa,fa-ti-co-sa,
faticoso,fa-ti-có-so,"[False, False, True, False]"
fato,fà-to,"[True, False]"
fatta,fàt-ta,"[True, False]"
fatte,fat-te,
fattera,fat-te-ra,
fattha,fat-tha,
fatthai,fat-tha-i,
fatti,fat-ti,
fattio,fat-tio,
fattnno,fat-tnno,
fatto,fàt-to,"[True, False]"
fattor,fat-tor,
fattore,fat-tó-re,"[False, True, False]"
fattura,fat-tù-ra,"[False, True, False]"
fatture,fat-tu-re,
fatturo,fat-tù-ro,"[False, True, False]"
fausto,fàu-sto,"[True, False]"
favell,fa-vel-l,
favella,fa-vèl-la,"[False, True, False]"
favelle,fa-vel-le,
favelli,fa-vel-li,
favilla,fa-vìl-la,"[False, True, False]"
faville,fa-vil-le,
favola,fà-vo-la,"[True, False, False]"
favole,fa-vo-le,
favoleggiare,fa-vo-leg-già-re,"[False, False, False, True, False]"
favoleggiava,fa-vo-leg-gia-va,
favolelle,fa-vo-lel-le,
favor,fa-vor,
favore,fa-vó-re,"[False, True, False]"
fazion,fa-zion,
fazzon,faz-zon,
fazzone,faz-zo-ne,
febbre,fèb-bre,"[True, False]"
fec,fec,
fece,fe-ce,
feceli,fe-ce-li,
fecemi,fe-ce-mi,
fecer,fe-cer,
fecero,fe-ce-ro,
fecersi,fe-cer-si,
fecesi,fe-ce-si,
feci,fe-ci-,"[False, False, False]"
fecimi,fe-ci-mi,
fecio,fe-cio,
fed,FED,[False]
feda,fe-da,
fede,fé-de,"[True, False]"
fedel,fe-del,
fedele,fe-de-le--,"[False, False, False, False, False]"
fedeli,fe-de-li,
fedeltate,fe-del-tà-te,"[False, False, True, False]"
federico,fe-de-rì-co,"[False, False, True, False]"
federigo,fe-de-ri-go,
fedir,fe-dir,
fedire,fe-dì-re,"[False, True, False]"
fedita,fe-dì-ta,"[False, True, False]"
fedito,fe-dì-to,"[False, True, False]"
fee,fee,[False]
fegghine,feg-ghi-ne,
feggia,feg-gia,
feggie,feg-gie,
fegran,fe-gran,
fei,fe-i,
fel,fel,
fele,fè-le,"[True, False]"
felice,fe-lì-ce,"[False, True, False]"
felices,fe-li-ces,
felici,fe-li-ci,
felicit,fe-li-cit,
felicitando,fe-li-ci-tan-do,
fella,fel-là,"[False, True]"
felle,fèl-le,"[True, False]"
felli,fel-li,
fello,fèl-lo,"[True, False]"
fellon,fel-lon,
fellone,fel-ló-ne,"[False, True, False]"
fellonia,fel-lo-nì-a,"[False, False, True, False]"
feltro,fél-tro,"[True, False]"
femi,fe-mi,
femina,fé-mi-na,"[True, False, False]"
feminine,fe-mi-ni-ne,
femmi,fem-mi,
femmina,fém-mi-na,"[True, False, False]"
femmine,fem-mi-ne,
femminetta,fem-mi-nét-ta,"[False, False, True, False]"
femmo,fem-mo,
fende,fen-de,
fendea,fen-de-a,
fendendo,fen-den-do,
fender,fen-der,
fendi,fèn-di,"[True, False]"
fene,fèn-e,"[True, False]"
fenestra,fe-nè-stra,"[False, True, False]"
fenice,fe-nì-ce,"[False, True, False]"
fenno,fen-no,
fensi,fen-si,
feo,fè-o,"[True, False]"
fer,fer,
fera,fè-ra,"[True, False]"
ferace,fe-rà-ce,"[False, True, False]"
ferci,fer-ci,
fere,fe-re,
feri,fe-ri,
feria,fè-ria,"[True, False]"
feriami,fe-ria-mi,
ferien,fe-rien,
ferisse,fe-ris-se,
ferita,fe-rì-ta,"[False, True, False]"
ferite,fe-ri-te,
feriti,fe-ri-ti,
ferm,fer-m,
ferma,fér-ma,"[True, False]"
fermai,fer-ma-i,
fermalvi,fer-mal-vi,
fermamente,fer-ma-mén-te,"[False, False, True, False]"
fermammo,fer-mam-mo,
ferman,fer-man,
fermando,fer-man-do,
fermandosi,fer-man-do-si,
fermar,fer-mar,
fermargli,fer-mar-gli,
fermarsi,fer-mar-si,
fermata,fer-mà-ta,"[False, True, False]"
fermate,fer-ma-te,
fermati,fer-ma-ti,
fermato,fer-mà-to,"[False, True, False]"
ferme,fer-me,
fermerem,fer-me-rem,
fermezza,fer-méz-za,"[False, True, False]"
fermi,fér-mi,"[True, False]"
fermiera,fer-mie-ra,
fermo,fér-mo,"[True, False]"
fermossi,fer-mos-si,
fero,fè-ro,"[True, False]"
feroce,fe-ro-ce--,"[False, False, False, False, False]"
feroci,fe-ro-ci,
feron,fe-ron,
ferrarese,fer-ra-ré-se,"[False, False, True, False]"
ferrati,fer-ra-ti,
ferrato,fer-rà-to,"[False, True, False]"
ferratura,fer-ra-tù-ra,"[False, False, True, False]"
ferrigno,fer-rì-gno,"[False, True, False]"
ferro,fèr-ro,"[True, False]"
fersa,fèr-sa,"[True, False]"
fersi,fer-si,
fertile,fèr-ti-le,"[True, False, False]"
fertilemente,fer-ti-le-mén-te,"[False, False, False, True, False]"
ferute,fe-ru-te,
feruto,fe-rù-to,"[False, True, False]"
ferve,fer-ve,
fervore,fer-vó-re,"[False, True, False]"
ferza,fèr-za,"[True, False]"
ferze,fer-ze,
fessa,fés-sa,"[True, False]"
fesse,fes-se,
fessi,fes-si,
fesso,fès-so,"[True, False]"
fessura,fes-sù-ra,"[False, True, False]"
fessure,fes-su-re,
festa,fè-sta,"[True, False]"
festanti,fe-stan-ti,
feste,fe-ste,
festina,fe-sti-na,
festinata,fe-sti-na-ta,
festini,fe-sti-ni,
festino,fe-stì-no,"[False, True, False]"
festuca,fe-stù-ca,"[False, True, False]"
fetate,fe-ta-te,
fetato,fe-ta-to,
feto,fè-to,"[True, False]"
feton,fe-ton,
fetonte,fe-tón-te,"[False, True, False]"
fia,fìa,[True]
fiacca,fiàc-ca,"[True, False]"
fiaccava,fiac-ca-va,
fiacco,fiàc-co,"[True, False]"
fiala,fià-la,"[True, False]"
fialte,fial-te,
fiamma,fiàm-ma,"[True, False]"
fiammando,fiam-man-do,
fiamme,fiam-me,
fiammeggiante,fiam-meg-giàn-te,"[False, False, True, False]"
fiammeggiar,fiam-meg-giar,
fiammeggiare,fiam-meg-già-re,"[False, False, True, False]"
fiammeggiarsi,fiam-meg-giar-si,
fiammeggiava,fiam-meg-gia-va,
fiammeggio,fiam-meg-gio,
fiammella,fiam-mèl-la,"[False, True, False]"
fiammelle,fiam-mel-le,
fiammette,fiam-met-te,
fiamminghi,fiam-min-ghi,
fian,fian,
fianchi,fian-chi,
fianco,fiàn-co,"[True, False]"
fiar,fiar,
fiata,fià-ta,"[True, False]"
fiate,fia-te,
fiato,fià-to,"[True, False]"
fiatoni,fia-to-ni,
fiaviso,fia-vi-so,
fica,fì-ca,"[True, False]"
ficc,FICC,[False]
ficca,fic-ca,
ficcai,fic-ca-i,
ficcando,fic-can-do,
ficcar,fic-car,
ficcare,fic-cà-re,"[False, True, False]"
ficcava,fic-ca-va,
ficcavan,fic-ca-van,
ficchi,fic-chi,
fiche,fi-che,"[False, False]"
fico,fì-co,"[True, False]"
fida,fì-da,"[True, False]"
fidandomi,fi-dan-do-mi,
fidanza,fi-dàn-za,"[False, True, False]"
fidanzaro,fi-dan-za-ro,
fidar,fi-dar,
fidare,fi-dà-re,"[False, True, False]"
fidasse,fi-das-se,
fidate,fi-da-te,
fidati,fi-da-ti,
fidava,fi-da-va,
fide,FIDE,[False]
fidi,fi-di,
fie,fì-e,"[True, False]"
fiede,fie-de,
fiele,fiè-le,"[True, False]"
fien,fien,
fiene,fie-ne,
fieno,fiè-no,"[True, False]"
fier,fier,
fiera,fiè-ra,"[True, False]"
fieramente,fie-ra-mén-te,"[False, False, True, False]"
fiere,fie-re,
fieri,fì-e-ri,"[True, False, False]"
fiero,fiè-ro,"[True, False]"
fiesolane,fie-so-la-ne,
fiesole,fie-so-le,
fieti,fie-ti,
fievole,fiè-vo-le,"[True, False, False]"
fifanti,fi-fan-ti,
figli,fi-gli,
figlia,fì-glia,"[True, False]"
figliar,fi-gliar,
figliastro,fi-glià-stro,"[False, True, False]"
figlie,fi-glie,
figlio,fì-glio,"[True, False]"
figliuoi,fi-gliuo-i,
figliuol,fi-gliuol,
figliuola,fi-gliuo-la,
figliuolacortesia,fi-gliuo-la-cor-te-sia,
figliuole,fi-gliuo-le,
figliuoli,fi-gliuo-li,
figliuolo,fi-gliu-ò-lo,"[False, False, True, False]"
figluol,fi-gluol,
figo,fì-go,"[True, False]"
figura,fi-gù-ra,"[False, True, False]"
figurando,fi-gu-ran-do,
figurarlo,fi-gu-ra-rlo,
figurato,fi-gu-rà-to,"[False, False, True, False]"
figure,fi-gu-re,
figuri,fi-gu-ri,
fil,fil,[False]
fila,fì-la,"[True, False]"
fili,fì-li,"[True, False]"
filio,fì-lio,"[True, False]"
filippeschi,fi-lip-pe-schi,
filippi,Fi-lìp-pi,"[False, True, False]"
filippo,fi-lìp-po,"[False, True, False]"
filo,fì-lo,"[True, False]"
filosofando,fi-lo-so-fan-do,
filosofia,fi-lo-so-fì-a,"[False, False, False, True, False]"
filosofica,fi-lo-so-fi-ca,
filosofici,fi-lo-so-fi-ci,
filza,fìl-za,"[True, False]"
fin,FIN,[False]
fina,fi-na,
finai,fi-na-i,
finava,fi-na-va,
fine,fì-ne,"[True, False]"
finga,fin-ga,
fini,fi-ni,
finii,fi-ni-i,
finir,fi-nir,
finire,fi-nì-re,"[False, True, False]"
finita,fi-nì-ta,"[False, True, False]"
finiti,fi-ni-ti,
finito,fi-nì-to,"[False, True, False]"
finitolo,fi-ni-to-lo,
fino,fì-no,"[True, False]"
finor,fi-nor,
fintamente,fin-ta-mén-te,"[False, False, True, False]"
fintezza,fin-tez-za,
fio,fì-o,"[True, False]"
fiocca,fiòc-ca,"[True, False]"
fioccar,fioc-car,
fioche,fio-che,
fioco,fiò-co,"[True, False]"
fior,fior,
fiordaliso,fior-da-lì-so,"[False, False, True, False]"
fiore,fió-re,"[True, False]"
fiorentin,fio-ren-tin,
fiorentina,fio-ren-tì-na,"[False, False, True, False]"
fiorentine,fio-ren-ti-ne,
fiorentini,fio-ren-ti-ni,
fiorentino,fio-ren-tì-no,"[False, False, True, False]"
fiorenza,fio-rèn-za,"[False, True, False]"
fioretti,fio-ret-ti,
fiori,fio-ri,
fiorian,fio-rian,
fiorin,fio-rin,
fiorini,fio-ri-ni,
fiorisce,fio-ri-sce,
fiotto,fiòt-to,"[True, False]"
firenze,Fi-rèn-ze,"[False, True, False]"
fisamente,fi-sa-mén-te,"[False, False, True, False]"
fischio,fì-schio,"[True, False]"
fisi,fìs-i,"[True, False]"
fisica,fì-si-ca,"[True, False, False]"
fisice,fi-si-ce,
fiso,fì-so,"[True, False]"
fissa,fìs-sa,"[True, False]"
fisse,fis-se,
fissi,fìs-si,"[True, False]"
fisso,fìs-so,"[True, False]"
fitta,fìt-ta,"[True, False]"
fitti,fit-ti,
fittizio,fit-tì-zio,"[False, True, False]"
fitto,fìt-to,"[True, False]"
fiumana,fiu-mà-na,"[False, True, False]"
fiume,fiù-me,"[True, False]"
fiumi,fiu-mi,
fiumicel,fiu-mi-cel,
fiumicello,fiu-mi-cèl-lo,"[False, False, True, False]"
flagell,fla-gel-l,
flagello,fla-gèl-lo,"[False, True, False]"
flailli,flail-li,
flegetonta,fle-ge-ton-ta,
flegias,fle-gias,
flegra,flè-gra,"[True, False]"
fleto,flè-to,"[True, False]"
flette,flet-te,
focaccia,fo-càc-cia,"[False, True, False]"
focara,fo-cà-ra,"[False, True, False]"
foce,fó-ce,"[True, False]"
foci,fo-ci,
focile,fo-cì-le,"[False, True, False]"
focina,fo-cì-na,"[False, True, False]"
foco,fò-co,"[True, False]"
fodra,fo-dra,
fodrato,fo-dra-to,
foga,fó-ga,"[True, False]"
foggia,fòg-gia,"[True, False]"
foglia,fò-glia,"[True, False]"
foglie,fo-glie,
fogliette,fo-gliet-te,
foglio,fò-glio,"[True, False]"
fogna,fó-gna,"[True, False]"
folco,fòl-co,"[True, False]"
folgor,fol-gor,
folgorando,fol-go-ran-do,
folgorate,fol-go-ra-te,
folgore,fol-gó-re,"[False, True, False]"
folgoreggiando,fol-go-reg-gian-do,
folgori,fol-go-ri,
foll,fol-l,
folla,fol-la-,"[False, False, False]"
follaggio,fol-lag-gio,
folle,fòl-le,"[True, False]"
folleggiando,fol-leg-gian-do,
follelarghezza,fol-le-lar-ghez-za,
follemente,fol-le-mén-te,"[False, False, True, False]"
folletta,fol-let-ta,
folletto,fol-lét-to,"[False, True, False]"
folli,fol-li,
follia,fol-lì-a,"[False, True, False]"
follore,fol-lo-re,
folo,fo-lo,
folor,fo-lor,
folta,fól-ta,"[True, False]"
folti,fol-ti,
folto,fól-to,"[True, False]"
fommi,fom-mi,
fonda,fón-da,"[True, False]"
fondamento,fon-da-mén-to,"[False, False, True, False]"
fondar,fon-dar,
fondare,fon-dà-re,"[False, True, False]"
fondata,fon-dà-ta,"[False, True, False]"
fondato,fon-dà-to,"[False, True, False]"
fonde,fon-de,
fonder,fon-der,
fondi,fon-di,
fondo,fón-do,"[True, False]"
fontana,fon-tà-na,"[False, True, False]"
fontane,fon-ta-ne,
fonte,fòn-te,"[True, False]"
fonti,fon-ti,
for,FOR,[False]
fora,fò-ra,"[True, False]"
foracchiato,fo-rac-chià-to,"[False, False, True, False]"
forame,fo-rà-me,"[False, True, False]"
foran,fo-ran,
forando,fo-ran-do,
forata,fo-rà-ta,"[False, True, False]"
forato,fo-rà-to,"[False, True, False]"
forbendola,for-ben-do-la,
forbi,for-bi,
forca,fór-ca,"[True, False]"
forcata,for-cà-ta,"[False, True, False]"
forcatella,for-ca-tèl-la,"[False, False, True, False]"
force,fòr-ce,"[True, False]"
forche,for-che,
forcuta,for-cu-ta,
forcuto,for-cù-to,"[False, True, False]"
fore,fò-re,"[True, False]"
forese,fo-ré-se,"[False, True, False]"
foresta,fo-rè-sta,"[False, True, False]"
forestiere,fo-re-stiè-re,"[False, False, True, False]"
fori,fò-ri,"[True, False]"
forl,fo-rl,
forma,fór-ma,"[True, False]"
formal,for-mal,
formale,for-mà-le,"[False, True, False]"
formali,for-ma-li,
formar,for-mar,
formaro,for-ma-ro,
formata,for-ma-ta,
formati,for-ma-ti,
formativa,for-ma-ti-va,
formazion,for-ma-zion,
forme,fórm-e,"[True, False]"
formica,for-mì-ca,"[False, True, False]"
formiche,for-mi-che,
fornace,for-nà-ce,"[False, True, False]"
forneccio,for-nec-cio,
fornel,for-nel,
fornello,for-nèl-lo,"[False, True, False]"
fornir,for-nir,
forniro,for-ni-ro,
fornirvi,for-nir-vi,
fornisca,for-ni-sca,
fornisce,for-ni-sce,
