word,hyphenation,tune
soverchia,so-ver-chia,
soverchian,so-ver-chian,
soverchiar,so-ver-chiar,
soverchio,so-vèr-chio,"[False, True, False]"
sovr,sóvr,[True]
sovra,só-vra,"[True, False]"
sovragiunto,so-vra-giun-to,
sovraltra,so-vral-tra,
sovraltrui,so-vral-tru-i,
sovran,so-vran,
sovrana,so-vrà-na,"[False, True, False]"
sovrani,so-vra-ni,
sovrano,so-vrà-no,"[False, True, False]"
sovraposte,so-vra-po-ste,
sovrasta,so-vra-sta,
sovrello,so-vrel-lo,
sovressa,so-vres-sa,
sovresse,so-vres-se,
sovressi,so-vres-si,
sovresso,so-vrés-so,"[False, True, False]"
sovrogni,so-vro-gni,
sovruna,so-vru-na,
sovvegna,sov-ve-gna,
sovvenir,sov-ve-nir,
sovvenisse,sov-ve-nis-se,
sovvenne,sov-ven-ne,
sovvenni,sov-ven-ni,
sozza,soz-za,
sozze,soz-ze,
sozzi,soz-zi,
sozzo,sóz-zo,"[True, False]"
spada,spà-da,"[True, False]"
spade,spa-de,
spagna,spà-gna,"[True, False]"
spago,spà-go,"[True, False]"
spaldi,spal-di,
spalla,spàl-la,"[True, False]"
spallacce,spal-lac-ce,
spalle,spal-le,
spalmi,spal-mi,
spanda,span-da,
spande,span-de,
spandessi,span-des-si,
spandeva,span-de-va,
spandi,span-di,
spani,spa-ni,
spanna,spàn-na,"[True, False]"
spanne,span-ne,
spano,spa-no,
spar,spar,
spargo,spar-go,
spariti,spa-ri-ti,
sparito,spa-rì-to,"[False, True, False]"
sparse,spar-se,
sparser,spar-ser,
sparso,spàr-so,"[True, False]"
sparte,spàr-te,"[True, False]"
sparti,spar-ti,
sparto,spàr-to,"[True, False]"
sparvier,spar-vier,
spaurato,spa-u-rà-to,"[False, False, True, False]"
spaventami,spa-ven-ta-mi,
spaventate,spa-ven-ta-te,
spaventato,spa-ven-tà-to,"[False, False, True, False]"
spaventi,spa-ven-ti,
spavento,spa-vèn-to,"[False, True, False]"
spazia,spa-zia,
spazio,spà-zio,"[True, False]"
spazzo,spàz-zo,"[True, False]"
specchi,spec-chi,
specchia,spèc-chia,"[True, False]"
specchiai,spec-chia-i,
specchiarsi,spec-chiar-si,
specchiati,spec-chia-ti,
specchiato,spec-chià-to,"[False, True, False]"
specchieria,spec-chie-ria,
specchio,spèc-chio,"[True, False]"
spece,spè-ce,"[True, False]"
specie,spè-cie,"[True, False]"
specifica,spe-cì-fi-ca,"[False, True, False, False]"
speculi,spe-cu-li,
spedali,spe-da-li,
spedia,spe-dia,
spedita,spe-di-ta,
spediti,spe-di-ti,
spedito,spe-dì-to,"[False, True, False]"
spegli,spe-gli,
speglio,spè-glio,"[True, False]"
spegne,spe-gne,
spelonca,spe-lón-ca,"[False, True, False]"
spelonche,spe-lon-che,
spelta,spèl-ta,"[True, False]"
speme,spè-me,"[True, False]"
spender,spen-der,"[False, False]"
spendere,spèn-de-re,"[True, False, False]"
spendio,spèn-dio,"[True, False]"
spene,spè-ne,"[True, False]"
spennar,spen-nar,
spense,spen-se,
spensi,spen-si,
spenta,spen-ta,
spente,spen-te,
spenti,spen-ti,
spento,spen-to-,"[False, False, False]"
spera,spè-ra,"[True, False]"
speran,spe-ran,
sperando,spe-ran-do,
speranza,spe-ràn-za,"[False, True, False]"
sperar,spe-rar,
sperate,spe-ra-te,
speravi,spe-ra-vi,
spere,spe-re,
sperent,spe-ren-t,
sperga,spèr-ga,"[True, False]"
spergiura,sper-giu-ra,
spergiuri,sper-giu-ri,
spergiuro,sper-giù-ro,"[False, True, False]"
speri,spe-ri,
sperino,spe-ri-no,
spermentar,sper-men-tar,
sperne,sper-ne,
spero,spe-ro,
spersi,sper-si,
sperule,spe-ru-le,
spesa,spé-sa,"[True, False]"
spese,spe-se,
speso,spe-so,
spessa,spes-sa,
spesse,spes-se,
spessi,spes-si,
spesso,spés-so,"[True, False]"
spezial,spe-zial,
spezie,spe-zie,
speziera,spe-zie-ra,
spezza,spez-za,
spezzate,spez-za-te,
spezzato,spez-zà-to,"[False, True, False]"
spezzer,spez-zer,
spia,spì-a,"[True, False]"
spiaccia,spiac-cia,
spiace,spia-ce,
spiacente,spia-cèn-te,"[False, True, False]"
spiacenti,spia-cen-ti,
spiacer,spia-cer,
spiacere,spia-cé-re,"[False, True, False]"
spiar,spiar,
spicca,spic-ca,
spicchi,spic-chi,
spiccia,spic-cia,
spiega,spiè-ga,"[True, False]"
spieghi,spie-ghi,
spiego,spie-go,
spietata,spie-ta-ta,
spietate,spie-ta-te,
spietati,spie-ta-ti,
spietato,spie-tà-to,"[False, True, False]"
spiga,spì-ga,"[True, False]"
spigolar,spi-go-lar,
spigoli,spi-go-li,
spine,spi-ne,
spingava,spin-ga-va,
spir,spir,
spira,spì-ra,"[True, False]"
spiraglio,spi-rà-glio,"[False, True, False]"
spirando,spi-ran-do,
spirar,spi-rar,
spirare,spi-rà-re,"[False, True, False]"
spirarmi,spi-rar-mi,
spirava,spi-ra-va,
spire,spi-re,
spiri,spi-ri,
spirital,spi-ri-tal,
spiritale,spi-ri-tà-le,"[False, False, True, False]"
spiritali,spi-ri-ta-li,
spiritel,spi-ri-tel,
spiriti,spi-ri-ti,
spirito,spì-ri-to,"[True, False, False]"
spiritu,spi-ri-tu,
spiro,spì-ro,"[True, False]"
spirti,spir-ti,
spirto,spìr-to,"[True, False]"
splende,splen-de,
splendesse,splen-des-se,
splendeva,splen-de-va,
splendido,splèn-di-do,"[True, False, False]"
splendor,splen-dor,
splendore,splen-dó-re,"[False, True, False]"
splendori,splen-do-ri,
spodestato,spo-de-stà-to,"[False, False, True, False]"
spoglia,spò-glia,"[True, False]"
spogliar,spo-gliar,
spogliarvi,spo-gliar-vi,
spoglie,spo-glie,
spolpa,spol-pa,
spoltre,spol-tre,
sponda,spon-da,
sponde,spon-de,
sponesti,spo-ne-sti,
sponsa,spòn-sa,"[True, False]"
sponsalizie,spon-sa-li-zie,
sporge,spor-ge,
sporgo,spor-go,
sporse,spor-se,
sporte,spor-te,
spos,spos,
sposa,spo-sa-,"[False, False, False]"
spose,spo-se,
sposo,spo-so-,"[False, False, False]"
spranga,spràn-ga,"[True, False]"
sprangate,spran-ga-te,
sprazzo,spràz-zo,"[True, False]"
spregiando,spre-gian-do,
spreme,spre-me,
sprona,spro-na,
spronaron,spro-na-ron,
sproni,spro-ni,
spugna,spù-gna,"[True, False]"
spungo,spun-go,
spunton,spun-ton,
spuola,spuò-la,"[True, False]"
spuose,spuo-se,
sputa,spu-ta,
squaderna,squa-der-na,
squadro,squà-dro,"[True, False]"
squama,squà-ma,"[True, False]"
squarci,squar-ci,
squarcia,squar-cia,
squarciata,squar-cià-ta,"[False, True, False]"
squartellato,squar-tel-la-to,
squilla,squìl-la,"[True, False]"
squilli,squil-li,
srecava,sre-ca-va,
ssi,SSI,[False]
ssli,ssli,
sson,sson,
sss,sss,[False]
ssse,ssse,
sssi,sssi,
sta,sta,[False]
stabilita,sta-bi-li-tà,"[False, False, False, True]"
stabilito,sta-bi-lì-to,"[False, False, True, False]"
staggi,stag-gi,
stagione,sta-gió-ne,"[False, True, False]"
stagliata,sta-glia-ta,
stagna,stà-gna,"[True, False]"
stagno,stà-gno,"[True, False]"
stai,sta-i,
staio,stà-io,"[True, False]"
stallo,stàl-lo,"[True, False]"
staman,sta-man,
stamane,sta-mà-ne,"[False, True, False]"
stampa,stàm-pa,"[True, False]"
stan,stan,
stanc,stan-c,
stanca,stàn-ca,"[True, False]"
stancato,stan-cà-to,"[False, True, False]"
stanche,stan-che,
stanchi,stan-chi,
stanco,stàn-co,"[True, False]"
stando,stan-do,
stanno,stàn-no,"[True, False]"
stannosi,stan-nò-si,"[False, True, False]"
stante,stàn-te,"[True, False]"
stanza,stàn-za,"[True, False]"
stanzi,stan-zi,
star,star,[False]
staranno,sta-ran-no,
stare,stà-re,"[True, False]"
starebbe,sta-reb-be,
staremo,sta-re-mo,
staria,sta-ria,
starian,sta-rian,
starla,sta-rla,
starmi,star-mi,
starsi,star-si,
starvi,star-vi,
stassi,stas-si,
stata,sta-ta,
state,stà-te,"[True, False]"
statera,sta-te-ra,
stati,sta-ti,
stato,stà-to,"[True, False]"
statura,sta-tù-ra,"[False, True, False]"
statuto,sta-tù-to,"[False, True, False]"
stava,sta-va,
stavan,sta-van,
stavano,sta-va-no,
stavi,sta-vi,
stavio,sta-vio,
stavvi,stav-vi,
stazio,stà-zio,"[True, False]"
ste,ste,
stea,ste-a,
stecchi,stec-chi,
stella,stél-la,"[True, False]"
stellate,stel-la-te,
stelle,stel-le,
stelo,stè-lo,"[True, False]"
stemmo,stem-mo,
stemperata,stem-pe-ra-ta,
stempre,stem-pre,
stenda,sten-da,
stende,sten-de,
stender,sten-der,
stenebraron,ste-ne-bra-ron,
stenta,sten-ta,
sterco,ster-co-,"[False, False, False]"
sterna,stèr-na,"[True, False]"
sterne,ster-ne,
sternel,ster-nel,
sternilmi,ster-nil-mi,
sterpi,ster-pi,
stese,ste-se,
stessa,stes-sa,
stesse,stes-se,
stessi,stes-si,
stesso,stés-so,"[True, False]"
stette,stet-te,
stetter,stet-ter,
stetti,stet-ti,
sti,sti,
stieno,stie-no,
stige,sti-ge,
stil,stil,
stile,stì-le,"[True, False]"
stilla,stìl-la,"[True, False]"
stillar,stil-lar,
stillasti,stil-la-sti,
stille,stil-le,
stilo,stì-lo,"[True, False]"
stima,stì-ma,"[True, False]"
stimando,sti-man-do,
stimar,sti-mar,
stimativa,sti-ma-tì-va,"[False, False, True, False]"
stimava,sti-ma-va,
stimin,sti-min,
stimo,stì-mo,"[True, False]"
stimolati,sti-mo-la-ti,
stimolo,stì-mo-lo,"[True, False, False]"
stinghe,stin-ghe,
stingue,stin-gue,
stingueva,stin-gue-va,
stinse,stin-se,
stinti,stin-ti,
stipa,stì-pa,"[True, False]"
stizzo,stìz-zo,"[True, False]"
stizzosamente,stiz-zo-sa-mén-te,"[False, False, False, True, False]"
sto,sto,[False]
stoe,sto-e,
stola,stò-la,"[True, False]"
stole,sto-le,
stolta,stól-ta,"[True, False]"
stoltezza,stol-téz-za,"[False, True, False]"
stolti,stol-ti,
stolto,stól-to,"[True, False]"
storce,stor-ce,
storia,stò-ria,"[True, False]"
storiata,sto-ria-ta,
stormire,stor-mì-re,"[False, True, False]"
stormo,stór-mo,"[True, False]"
stornei,stor-ne-i,
storoni,sto-ro-ni,
storpiato,stor-pià-to,"[False, True, False]"
storpio,stor-pio-,"[False, False, False]"
storse,stor-se,
stoscio,sto-scio,
stracci,strac-ci,
straccia,strac-cia,
stracciando,strac-cian-do,
strada,strà-da,"[True, False]"
strade,stra-de,
stral,stral,
strale,strà-le,"[True, False]"
strali,stra-li,
stralunava,stra-lu-na-va,
strambe,stram-be,
strame,strà-me,"[True, False]"
strami,stra-mi,
stran,stran,
strane,stra-ne,
stranezza,stra-néz-za,"[False, True, False]"
strangolato,stran-go-là-to,"[False, False, True, False]"
strani,stra-ni,
straniasse,stra-nias-se,
strano,strà-no,"[True, False]"
stratto,stràt-to,"[True, False]"
strazio,strà-zio,"[True, False]"
strega,stré-ga,"[True, False]"
stregghia,strég-ghia,"[True, False]"
strema,stre-ma,
stremi,stre-mi,
stremo,strè-mo,"[True, False]"
strenne,stren-ne,
strett,stret-t,
stretta,stret-ta,
strette,stret-te,
stretti,stret-ti,
stretto,strét-to,"[True, False]"
strezza,strez-za,
stricca,stric-ca,
strida,stri-da,
strigne,stri-gne,
strignete,stri-gne-te,
stringa,strìn-ga,"[True, False]"
stringe,strin-ge,
stringea,strin-ge-a,
stringer,strin-ger,"[False, False]"
stringo,strin-go,
stringon,strin-gon,
stringonsi,strin-gon-si,
strinse,strin-se,
strinser,strin-ser,
strinsermi,strin-ser-mi,
strinsi,strin-si,
striscia,strì-scia,"[True, False]"
strofade,stro-fa-de,
strozza,stròz-za,"[True, False]"
strugge,strug-ge,
struggitoi,strug-gi-to-i,
struggo,strug-go,
strupo,strù-po,"[True, False]"
strutto,strùt-to,"[True, False]"
stt,stt,
stti,stti,
stucca,stùc-ca,"[True, False]"
studia,stu-dia,
studiar,stu-diar,
studiare,stu-dià-re,"[False, True, False]"
studiate,stu-dia-te,
studiato,stu-dià-to,"[False, True, False]"
studierai,stu-die-ra-i,
studio,stù-dio,"[True, False]"
studiose,stu-dio-se,
stufa,stù-fa,"[True, False]"
stufata,stu-fa-ta,
stuolo,stuò-lo,"[True, False]"
stupefaciensi,stu-pe-fa-cien-si,
stupefatto,stu-pe-fàt-to,"[False, False, True, False]"
stupendo,stu-pèn-do,"[False, True, False]"
stupido,stù-pi-do,"[True, False, False]"
stupor,stu-por,
stupore,stu-pó-re,"[False, True, False]"
sua,S.U.A.,[False]
suaccontezza,suac-con-tez-za,
suadi,sua-di,
suamor,sua-mor,
suancella,suan-cel-la,
suantenza,suan-ten-za,
suantenzion,suan-ten-zion,
suapertenenza,sua-per-te-nen-za,
suarco,suar-co,
sub,sub,[False]
subietto,su-bièt-to,"[False, True, False]"
subita,su-bi-ta,
subitamente,su-bi-ta-mén-te,"[False, False, False, True, False]"
subitana,su-bi-ta-na,
subitanamente,su-bi-ta-na-mén-te,"[False, False, False, False, True, False]"
subiti,su-bi-ti,
subito,sù-bi-to,"[True, False, False]"
subsisto,sub-si-sto,
subuon,su-buon,
succeda,suc-ce-da,
succedette,suc-ce-det-te,
succedono,suc-ce-do-no,
succession,suc-ces-sion,
successor,suc-ces-sor,
succhio,sùc-chio,"[True, False]"
succia,suc-cia,
sucide,su-ci-de,
sucidume,su-ci-dù-me,"[False, False, True, False]"
suco,sù-co,"[True, False]"
sud,sud,[False]
suddito,sùd-di-to,"[True, False, False]"
sudia,su-dia,
sudie,su-die,
sudisire,su-di-si-re,
sudore,su-dó-re,"[False, True, False]"
sue,sù-e,"[True, False]"
sufficiente,suf-fi-cièn-te,"[False, False, True, False]"
sufficienti,suf-fi-cien-ti,
suffolando,suf-fo-lan-do,
suffoler,suf-fo-ler,
suggel,sug-gel,
suggella,sug-gel-la,
suggellata,sug-gel-la-ta,
suggelli,sug-gel-li,
suggello,sug-gèl-lo,"[False, True, False]"
suggetti,sug-get-ti,
suggetto,sug-gèt-to,"[False, True, False]"
sugiardin,su-giar-din,
sugo,sù-go,"[True, False]"
sui,sù-i,"[True, False]"
sul,sul,[False]
summae,sum-ma-e,
summo,sùm-mo,"[True, False]"
sun,sun,[False]
suna,su-na,
sunio,su-nio,
sunt,sun-t,
suo,sù-o,"[True, False]"
suocer,suo-cer,
suocero,suò-ce-ro,"[True, False, False]"
suoi,suo-i,
suointendimento,suoin-ten-di-men-to,
suol,suol,
suole,suo-le,
suoli,suo-li,
suolo,suò-lo,"[True, False]"
suomini,suo-mi-ni,
suon,suon,
suona,suo-na,
suonan,suo-nan,
suonano,suo-na-no,
suone,suo-ne,
suoni,suo-ni,
suonin,suo-nin,
suono,suò-no,"[True, False]"
suora,suò-ra,"[True, False]"
suore,suò-re,"[True, False]"
superba,su-per-ba,
superbe,su-per-be,
superbi,su-per-bi,
superbia,su-pèr-bia,"[False, True, False]"
superbir,su-per-bir,
superbite,su-per-bi-te,
superbo,su-pèr-bo,"[False, True, False]"
superillustrans,su-pe-ril-lu-stran-s,
superinfusa,su-pe-rin-fu-sa,
superna,su-per-na,
superne,su-per-ne,
superni,su-per-ni,
superno,su-pèr-no,"[False, True, False]"
supin,su-pin,
supini,su-pi-ni,
suppe,sup-pe,
supplica,sùp-pli-ca,"[True, False, False]"
supplico,sup-pli-co,
supposto,sup-pó-sto,"[False, True, False]"
supprema,sup-pre-ma,
suppremo,sup-prè-mo,"[False, True, False]"
suprema,su-prè-ma,"[False, True, False]"
surga,sur-ga,
surge,sur-ge,
surgea,sur-ge-a,
surgendo,sur-gen-do,
surger,sur-ger,
surgeran,sur-ge-ran,
surgere,sùr-ge-re,"[True, False, False]"
surgi,sur-gi,
surgon,sur-gon,
surgono,sur-go-no,
surse,sur-se,
surta,sur-ta,
surti,sur-ti,
surto,sùr-to,"[True, False]"
sus,sus,
susa,su-sa,
suscitarla,su-sci-ta-rla,
suso,sù-so,"[True, False]"
susornome,su-sor-no-me,
sussistenza,sus-si-stèn-za,"[False, False, True, False]"
sussistenze,sus-si-sten-ze,
sustanza,su-stàn-za,"[False, True, False]"
sustanze,su-stan-ze,
sustanzia,su-stàn-zia,"[False, True, False]"
sustanzial,su-stan-zial,
suvisaggio,su-vi-sag-gio,
svegli,sve-gli,
sveglia,své-glia,"[True, False]"
svegliai,sve-glia-i,
svegliar,sve-gliar,
svegliati,sve-glia-ti,
svegliato,sve-glià-to,"[False, True, False]"
svegliava,sve-glia-va,
sveli,sve-li,
svelle,svel-le,
svenduto,sven-dù-to,"[False, True, False]"
sventura,sven-tù-ra,"[False, True, False]"
sventurata,sven-tu-ra-ta,
sventurato,sven-tu-rà-to,"[False, False, True, False]"
svergognate,sver-go-gna-te,
sverni,sver-ni,
sveste,sve-ste,
svia,svia,
sviando,svian-do,
sviati,svia-ti,
svolazzava,svo-laz-za-va,
tabbagli,tab-ba-gli,
tabbaglia,tab-ba-glia,
tabbandono,tab-ban-do-no,
taccia,tàc-cia,"[True, False]"
taccio,tàc-cio,"[True, False]"
tacciolo,tac-cio-lo,
tacco,tàc-co,"[True, False]"
taccoglia,tac-co-glia,
tacconcer,tac-con-cer,
taccosto,tac-co-sto,
tace,ta-ce,
tacea,ta-ce-a,
tacendo,ta-cen-do,
tacente,ta-cèn-te,"[False, True, False]"
tacer,ta-cer,
tacerci,ta-cer-ci,
tacere,ta-cé-re,"[False, True, False]"
tacessi,ta-ces-si,
tacette,ta-cet-te,
tacetti,ta-cet-ti,
tacevansi,ta-ce-van-si,
taci,ta-ci,
taciensi,ta-cien-si,
tacita,ta-ci-ta,
tacite,ta-ci-te,
taciti,ta-ci-ti,
tacito,tà-ci-to,"[True, False, False]"
taciuto,ta-ciù-to,"[False, True, False]"
tacorde,ta-cor-de,
tacquatta,tac-quat-ta,
tacque,tac-que,
tacqui,tac-qui,
tadage,ta-da-ge,
taddeo,tad-de-o,
tadizzo,ta-diz-zo,
tadocchio,ta-doc-chio,
tadombra,ta-dom-bra,
tafani,ta-fa-ni,
tafermo,ta-fer-mo,
taffronti,taf-fron-ti,
tafolle,ta-fol-le,
taggia,tag-gia,
taggire,tag-gi-re,
taggrappa,tag-grap-pa,
taglia,tà-glia,"[True, False]"
tagliacozzo,ta-glia-coz-zo,
tagliagola,ta-glia-go-la,
tagliamento,ta-glia-mén-to,"[False, False, True, False]"
tagliar,ta-gliar,
tagliata,ta-glià-ta,"[False, True, False]"
tagliate,ta-glia-te,
tagliato,ta-glià-to,"[False, True, False]"
tagliente,ta-glièn-te,"[False, True, False]"
taglio,tà-glio,"[True, False]"
tagogna,ta-go-gna,
taguisa,ta-gui-sa,
tai,tài,[True]
taia,ta-ia,
taide,tài-de,"[True, False]"
tal,tal,[False]
talamone,ta-la-mo-ne,
tale,tà-le,"[True, False]"
talento,ta-lèn-to,"[False, True, False]"
tali,ta-li,
talor,ta-lor,
talora,ta-ló-ra,"[False, True, False]"
talpe,tàl-pe,"[True, False]"
talvolta,tal-vòl-ta,"[False, True, False]"
tam,tam,[False]
tama,ta-ma,
tamaestro,ta-ma-e-stro,
tamai,ta-ma-i,
tambernicchi,tam-ber-nic-chi,
tamburi,tam-bu-ri,
tamburo,tam-bù-ro,"[False, True, False]"
tameria,ta-me-ria,
tami,tà-mi,"[True, False]"
tamiri,ta-mi-ri,
tamisi,ta-mi-si,
tammanti,tam-man-ti,
tammentassi,tam-men-tas-si,
tammira,tam-mi-ra,
tammonisco,tam-mo-ni-sco,
tamo,tà-mo,"[True, False]"
tan,tan,[False]
tana,tà-na,"[True, False]"
tanaglie,ta-na-glie,
tanai,ta-na-i,
tane,ta-nè,"[False, True]"
tange,tan-ge,
tannidi,tan-ni-di,
tant,tan-t,
tanta,tàn-ta,"[True, False]"
tantandai,tan-tan-da-i,
tantarte,tan-tar-te,
tante,tan-te,
tantera,tan-te-ra,
tanteran,tan-te-ran,
tanti,tan-ti,
tanto,tàn-to,"[True, False]"
tantordine,tan-tor-di-ne,
tantosto,tan-tò-sto,"[False, True, False]"
tapanni,ta-pan-ni,
taperse,ta-per-se,
tapin,tapin,[False]
tapina,ta-pi-na,
tapinando,ta-pi-nan-do,
tapinatori,ta-pi-na-to-ri,
tapini,ta-pi-ni,
taporto,ta-por-to,
tappaion,tap-pa-ion,
tappariro,tap-pa-ri-ro,
tappresent,tap-pre-sen-t,
taprendi,ta-pren-di,
taprir,ta-prir,
tapristi,ta-pri-sti,
tarda,tar-da,
tardar,tar-dar,
tardare,tar-dà-re,"[False, True, False]"
tardato,tar-dà-to,"[False, True, False]"
tardavali,tar-da-va-li,
tarde,tar-de,
tardi,tàr-di,"[True, False]"
tardo,tàr-do,"[True, False]"
tarmi,tar-mi,
tarpata,tar-pa-ta,
tarpea,tar-pe-a,
tarquino,tar-qui-no,
tarresti,tar-re-sti,
tarretri,tar-re-tri,
tartari,tar-ta-ri,
tartere,tar-te-re,
tasaggia,ta-sag-gia,
tasca,tà-sca,"[True, False]"
tascondeva,ta-scon-de-va,
taspetta,ta-spet-ta,
tassalga,tas-sal-ga,
tassenno,tas-sen-no,
tassicura,tas-si-cu-ra,
tassicuri,tas-si-cu-ri,
tassiepa,tas-sie-pa,
tassolvo,tas-sol-vo,
tassonna,tas-son-na,
tassottiglia,tas-sot-ti-glia,
tasta,tà-sta,"[True, False]"
tattacci,tat-tac-ci,
tattenti,tat-ten-ti,
tatto,tàt-to,"[True, False]"
taumante,ta-u-man-te,
tauro,tàu-ro,"[True, False]"
tausi,ta-u-si,
tavem,ta-vem,
taverna,ta-vèr-na,"[False, True, False]"
tavesse,ta-ves-se,
tavole,ta-vo-le,
tavr,ta-vr,
tavrebbe,ta-vreb-be,
tavrei,ta-vre-i,
tavria,ta-vria,
tavvalora,tav-va-lo-ra,
tavveggie,tav-veg-gie,
tavvicini,tav-vi-ci-ni,
tebaldello,te-bal-del-lo,
tebaldo,te-bal-do,
teban,te-ban,
tebano,te-bà-no,"[False, True, False]"
tebe,te-be,
teco,té-co,"[True, False]"
tecta,tec-ta,
tedesche,te-de-sche,
tedeschi,te-de-schi,
tedesco,te-dé-sco,"[False, True, False]"
tegghia,tég-ghia,"[True, False]"
tegghiaio,teg-ghia-io,
tegna,te-gna,
tegni,te-gni,
tegno,te-gno,
tegnon,te-gnon,
tela,té-la,"[True, False]"
tele,tè-le,"[True, False]"
telo,té-lo,"[True, False]"
tema,té-ma,"[True, False]"
teman,te-man,
teme,te-me,
temea,te-me-a,
temendo,te-men-do,
temenza,te-mèn-za,"[False, True, False]"
temer,te-mer,
temerei,te-me-re-i,
temesti,te-me-sti,
temetti,te-met-ti,
temettio,te-met-tio,
temeva,te-me-va,
temi,tè-mi,"[True, False]"
temo,tè-mo,"[True, False]"
temon,te-mon,
temono,te-mo-no,
tempera,tem-pe-ra--,"[False, False, False, False, False]"
temperanza,tem-pe-ràn-za,"[False, False, True, False]"
temperanze,tem-pe-ran-ze,
temperar,tem-pe-rar,
temperasse,tem-pe-ras-se,
temperata,tem-pe-ra-ta,
temperate,tem-pe-ra-te,
temperato,tem-pe-rà-to,"[False, False, True, False]"
temperava,tem-pe-ra-va,
temperi,tem-pe-ri,
tempesta,tem-pè-sta,"[False, True, False]"
tempi,tem-pi,
tempia,tem-pia-,"[False, False, False]"
tempie,tem-pie,
tempio,tem-pio-,"[False, False, False]"
templo,tèm-plo,"[True, False]"
tempo,tèm-po,"[True, False]"
temporal,tem-po-ral,
temporale,tem-po-rà-le,"[False, False, True, False]"
tempra,tem-pra-,"[False, False, False]"
temprando,tem-pran-do,
temprata,tem-pra-ta,
temprava,tem-pra-va,
tempre,tem-pre,
temps,temps,[False]
temuta,te-mu-ta,
ten,ten,
tenace,te-nà-ce,"[False, True, False]"
tenavamo,te-na-va-mo,
tenciona,ten-cio-na,
tencione,ten-ció-ne,"[False, True, False]"
tenda,tèn-da,"[True, False]"
tende,ten-de,
tendeva,ten-de-va,
tendiam,ten-diam,
tene,te-ne,
tenea,te-ne-a,
tenean,te-ne-an,
tenebra,te-ne-bra--,"[False, False, False, False, False]"
tenebrata,te-ne-bra-ta,
tenebre,te-ne-bre,
tenebrosa,te-ne-bro-sa,
tenebroso,te-ne-bró-so,"[False, False, True, False]"
tenem,te-nem,
tenendo,te-nen-do,
tener,te-ner,
tenera,te-ne-ra,
tenere,te-né-re,"[False, True, False]"
tenerla,te-ne-rla,
tenermi,te-ner-mi,
tenerne,te-ner-ne,
tenero,tè-ne-ro,"[True, False, False]"
tenersi,te-ner-si,
tenesse,te-nes-se,
tenesser,te-nes-ser,
tenesti,te-ne-sti,
tenete,te-ne-te,
tenetevi,te-ne-te-vi,
teneva,te-ne-va,
tenevan,te-ne-van,
tenga,ten-ga,
tengaffollia,ten-gaf-fol-lia,
tengan,ten-gan,
tenghi,ten-ghi,
tengo,ten-go,
tengono,ten-go-no,
tenne,ten-ne,
tenner,ten-ner,
tennero,ten-ne-ro,
tenni,ten-ni,
tent,ten-t,
tenta,ten-ta,
tentando,ten-tan-do,
tentar,ten-tar,
tentare,ten-tà-re,"[False, True, False]"
tentennato,ten-ten-nà-to,"[False, False, True, False]"
tenuta,te-nù-ta,"[False, True, False]"
tenute,te-nu-te,
tenuto,te-nù-to,"[False, True, False]"
tenza,tèn-za,"[True, False]"
teodia,te-o-dì-a,"[False, False, True, False]"
tepe,te-pe,
tepidezza,te-pi-déz-za,"[False, False, True, False]"
tera,te-ra-,"[False, False, False]"
teran,te-ran,
terghi,ter-ghi,
termina,ter-mi-na,
terminando,ter-mi-nan-do,
terminar,ter-mi-nar,
terminarla,ter-mi-na-rla,
terminava,ter-mi-na-va,
termine,tèr-mi-ne,"[True, False, False]"
termini,ter-mi-ni,
terminonno,ter-mi-non-no,
ternaro,ter-nà-ro,"[False, True, False]"
terr,ter-r,
terra,tèr-ra,"[True, False]"
terragne,ter-ra-gne,
terragno,ter-rà-gno,"[False, True, False]"
terrai,ter-ra-i,
terram,ter-ram,
terre,ter-re,
terrebbe,ter-reb-be,
terren,ter-ren,
terrene,ter-re-ne,
terreni,ter-re-ni,
terrenzio,ter-ren-zio,
terresti,ter-re-sti,
terrestro,ter-rè-stro,"[False, True, False]"
terrian,ter-rian,
terribil,ter-ri-bil,
terribile,ter-rì-bi-le,"[False, True, False, False]"
terribilmente,ter-ri-bil-mén-te,"[False, False, False, True, False]"
tersi,ter-si,
terso,tèr-so,"[True, False]"
terza,tèr-za,"[True, False]"
terze,ter-ze,
terzeruolo,ter-ze-ruò-lo,"[False, False, True, False]"
terzi,ter-zi,
terzo,tèr-zo,"[True, False]"
tesa,té-sa,"[True, False]"
teschio,te-schio-,"[False, False, False]"
tese,te-se,
teseo,te-se-o,
tesi,te-si-,"[False, False, False]"
tesifon,te-si-fon,
teso,té-so,"[True, False]"
tesoro,te-sò-ro,"[False, True, False]"
tessaltasti,tes-sal-ta-sti,
tessutetti,tes-su-tet-ti,
testa,tè-sta,"[True, False]"
testalta,te-stal-ta,
testamento,te-sta-mén-to,"[False, False, True, False]"
testando,te-stan-do,
teste,tè-ste,"[True, False]"
testeso,te-sté-so,"[False, True, False]"
testimon,te-sti-mon,
testimonianza,te-sti-mo-niàn-za,"[False, False, False, True, False]"
testimonio,te-sti-mò-nio,"[False, False, True, False]"
testo,tè-sto,"[True, False]"
teti,tè-ti,"[True, False]"
tetragono,te-trà-go-no,"[False, True, False, False]"
tetro,tè-tro,"[True, False]"
tetto,tét-to,"[True, False]"
tever,te-ver,
tevero,te-ve-ro,
tha,tha,
thai,thài,[True]
thanno,than-no,
tho,tho,[False]
thomas,tho-mas,
